timestamp,ticket,symbol,direction,lot,entry,sl,tp,sl_pips,tp_pips,rr,pattern,timeframe,quality,confidence,reasoning,magic
2026-04-06T07:33:27.776916,1574710912,USDJPY,BUY,0.01,159.672,159.382,160.252,29.0,58.0,2.0,InsideBar,H4,A,82,Starke Confluence (4/5) mit perfektem Trend-Alignment (H4 + HTF beide UP) und sauberer InsideBar-Formation nach Pullback. London Session bietet optima,21001
2026-04-06T07:33:37.894913,1574711412,EURJPY,BUY,0.01,184.257,183.927,184.907,33.0,65.0,1.97,Engulfing,H4,A,85,Perfektes Setup: Starkes Bullish Engulfing (90% Body) nach Korrektur; komplette Trend-Alignment H4+HTF; Confluence 4/5 mit SR-Level und London Session,21003
2026-04-06T07:33:53.218269,1574711676,EURGBP,BUY,0.01,0.87265,0.87145,0.87495,12.0,23.0,1.92,Engulfing,H4,B,75,Solides Setup mit Engulfing-Pattern nach mehreren Bärischen Kerzen; starker Confluence 4/5 und perfektem Trend-Alignment (H4+HTF bullish). London Sess,21003
2026-04-06T07:34:00.314507,1574711799,EURAUD,SELL,0.01,1.66876,1.67236,1.66156,36.0,72.0,2.0,InsideBar,H4,B,75,Solides Setup mit hoher Confluence (4/5) und sauberer InsideBar nach starkem Downtrend. H4-Trend aligned; London Session optimal. Einziger Schwachpunk,21001
2026-04-06T07:34:07.239826,1574712029,GBPAUD,SELL,0.01,1.91237,1.91587,1.90537,35.0,70.0,2.0,InsideBar,H4,B,75,Starke Confluence (4/5) mit InsideBar an wichtigem S/R-Level und klarem H4-Downtrend. London Session bietet gute Liquidität. Leicht reduziertes SL da ,21001
2026-04-06T08:03:25.475199,1574782701,AUDJPY,BUY,0.01,110.487,110.167,111.127,32.0,64.0,2.0,OrderBlock,H4,A,85,Starkes A-Setup: Confluence 4/5 mit OrderBlock + Trend + S/R Level in London Session. Saubere Bullish-Struktur mit starker letzter Kerze (73% Body). 2,21000
2026-04-06T08:03:35.526723,1574782969,AUDCAD,BUY,0.01,0.96484,0.96194,0.97064,29.0,58.0,2.0,OrderBlock,H4,B,75,Starke Confluence (4/5) mit OrderBlock-Setup in London Session und H4-Uptrend. Saubere bullische Momentum-Kerzen zeigen Käufer-Kontrolle. HTF neutral ,21000
2026-04-06T08:04:08.830813,1574784239,EURUSD,BUY,0.01,1.15657,1.15527,1.15907,13.0,25.0,1.92,InsideBar,H1,B,75,Solides Setup mit 4/5 Confluence - InsideBar nach starkem Bullrun (-2 Kerze +311 Pips) an potenziellem S/R Level. London Session und H1-Uptrend unters,21001
2026-04-06T10:03:39.812593,1574976404,NZDUSD,SELL,0.01,0.5722,0.574,0.5685,18.0,37.0,2.06,InsideBar,H4,B,75,Solides Setup mit HTF-Trend-Alignment und guter Confluence. InsideBar nach mehreren Bären-Kerzen deutet auf Fortsetzung hin. London Session bietet gut,21001
2026-04-06T12:23:37.081212,1575190698,GBPUSD,SELL,0.01,1.32357,1.32537,1.31977,18.0,38.0,2.11,PinBar,H1,B,75,Starkes Setup mit HTF-Trend Alignment. PinBar an D1 Support während NY Session. 4/5 Confluence und gutes R:R 2.1. Nur B wegen neutralem H4-Trend.,21000
2026-04-06T12:23:52.620832,1575191221,GBPUSD,SELL,0.01,1.32364,1.32544,1.31984,18.0,38.0,2.11,InsideBar,H1,B,75,Starke Confluence 4/5 mit HTF-Trend alignment. Inside Bar an D1 Support für Sell; gutes R:R 2.1; NY Session aktiv. Leicht reduzierte Qualität da H4 ne,21001
2026-04-06T12:23:59.232921,1575191602,USDJPY,BUY,0.01,159.542,159.372,159.892,17.0,35.0,2.06,PinBar,H1,B,75,Starke Confluence 4/5 mit HTF-UP-Trend aligned. PinBar + D1_RESISTANCE Zone + NY Session. R:R 2.1 erfüllt Min-Kriterium. H4 neutral schwächt Setup lei,21000
2026-04-06T12:24:05.623785,1575191968,USDJPY,BUY,0.01,159.542,159.372,159.892,17.0,35.0,2.06,InsideBar,H1,B,75,Solide Inside Bar Setup mit HTF-Trend alignment. 4/5 Confluence; optimales R:R 2.1; NY Session Volatilität. Jedoch H4 neutral und an D1 Resistance - r,21001
2026-04-06T12:24:13.229128,1575192119,USDCHF,BUY,0.01,0.79836,0.79716,0.80096,12.0,26.0,2.17,InsideBar,H1,A,85,Starke Confluence 4/5 mit HTF-Trend alignment. InsideBar an D1-Support mit H4-OB während NY-Session. R:R 2.1 optimal; SL im akzeptablen Bereich.,21001
2026-04-06T12:24:19.849396,1575192377,NZDUSD,SELL,0.01,0.57178,0.57278,0.56958,10,22.0,2.2,Engulfing,H1,A,85,Starkes A-Setup: Engulfing mit HTF-Trend DOWN; hohe Confluence 4/5; optimales R:R 2.1; D1-Support als Reversal-Zone; NY-Session für Volatilität,21003
2026-04-06T12:24:41.991978,1575192603,EURCAD,BUY,0.01,1.60731,1.60571,1.61071,16.0,34.0,2.12,InsideBar,H1,B,75,Solides B-Setup: InsideBar mit HTF-UP Trend; D1 Support Zone; NY Session Overlap. R:R 2.1 erfüllt Minimum. Confluence 4/5 stark. H4 neutral schwächt l,21001
2026-04-06T12:24:51.384429,1575192772,AUDJPY,BUY,0.01,110.476,110.316,110.816,16.0,34.0,2.12,InsideBar,H1,A,85,Starke Confluence 4/5 mit Inside Bar; H4 Uptrend; D1 Support Zone; H4 Order Block und NY Session. R:R 2.1 optimal. HTF neutral erlaubt Trade mit H4 Tr,21001
2026-04-06T12:25:05.210726,1575192927,AUDCAD,BUY,0.01,0.96406,0.96266,0.96706,14.0,30.0,2.14,InsideBar,H1,B,75,Solides Setup mit 4/5 Confluence. InsideBar an D1-Support mit H4-Uptrend. HTF neutral erlaubt Trade. R:R 2.1 erfüllt Mindestanforderung. NY-Session un,21001
2026-04-06T12:25:33.609987,1575193732,NZDJPY,SELL,0.01,91.234,91.374,90.944,14.0,29.0,2.07,InsideBar,H1,B,75,Solides B-Setup: InsideBar mit HTF-Trend; gutes R:R 2.1; starke Confluence 4/5. H4 neutral aber an D1-Support Zone für Sell-Reaktion. NY-Session optim,21001
2026-04-06T12:25:56.229426,1575194374,NZDCAD,SELL,0.01,0.79604,0.79714,0.79364,11.0,24.0,2.18,InsideBar,H1,B,75,Starkes Setup: InsideBar mit HTF-Trend; hohe Confluence 4/5; optimales R:R 2.1; an wichtiger D1-Support-Zone während aktiver NY-Session. SL im akzepta,21001
2026-04-06T12:26:04.304662,1575195460,CADJPY,BUY,0.01,114.611,114.501,114.851,11.0,24.0,2.18,InsideBar,H1,B,75,Solide B-Setup: InsideBar an D1 Support mit H4 Aufwärtstrend; gute 4/5 Confluence; optimales 2.1 R:R; enge 11pip SL während NY Session. HTF neutral er,21001
2026-04-06T12:31:25.021543,1575207214,GBPUSD,SELL,0.01,1.32398,1.32598,1.31998,20.0,40.0,2.0,InsideBar,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und nahe der 1.3570 Support-Zone. H4 bestätigt bearishen Momentum mit Preis unter EMAs in Sei,21001
2026-04-06T12:31:43.012063,1575208813,USDCHF,BUY,0.01,0.79785,0.79665,0.80045,12.0,26.0,2.17,InsideBar,H1,B,75,D1-Chart zeigt klaren Aufwärtstrend mit Preis über EMA20/50 und nahe Major Support bei 0.7785. H4 bestätigt mit Preis an Order Block und aufsteigender,21001
2026-04-06T12:31:53.579652,1575209251,NZDUSD,SELL,0.01,0.57198,0.57348,0.56898,15.0,30.0,2.0,Engulfing,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und Rejection von 0.6050 Widerstand. H4 bestätigt bärische Struktur mit Preis unter EMAs und ,21003
2026-04-06T12:32:11.000193,1575209955,EURAUD,SELL,0.01,1.66706,1.66886,1.66326,18.0,38.0,2.11,InsideBar,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis an wichtiger Support-Zone um 1.6670. H4 bestätigt die Schwäche mit Preis unter beiden EMAs und bearishem Moment,21001
2026-04-06T12:32:21.144896,1575210222,EURCAD,BUY,0.01,1.60707,1.60547,1.61047,16.0,34.0,2.12,InsideBar,H1,A,85,Starkes A-Setup: D1 zeigt klaren Aufwärtstrend mit Preis an wichtiger Support-Zone um 1.600. H4 bestätigt mit aufsteigender Trendlinie und Preis über ,21001
2026-04-06T12:32:31.138954,1575210412,AUDJPY,BUY,0.01,110.478,110.318,110.818,16.0,34.0,2.12,InsideBar,H1,B,75,D1 zeigt neutralen Trend mit Preis an wichtiger Support-Zone um 110.00. H4 bestätigt bullische Struktur mit Preis über EMAs und an Order Block. H1 Ins,21001
2026-04-06T12:32:41.943603,1575210693,AUDCAD,BUY,0.01,0.96389,0.96239,0.96839,15.0,45.0,3.0,InsideBar,H1,B,75,D1 zeigt starken Aufwärtstrend mit Preis nahe dem EMA20; aber aktuell in einer Konsolidierung um 0.964. H4 bestätigt bullische Struktur mit Preis über,21001
2026-04-06T12:32:52.006186,1575210947,NZDJPY,SELL,0.01,91.217,91.367,90.917,15.0,30.0,2.0,InsideBar,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und Bruch der Aufwärtstrendlinie. H4 bestätigt mit sauberer Abwärtsstruktur unter EMAs. H1 In,21001
2026-04-06T12:33:02.632461,1575211501,NZDCAD,SELL,0.01,0.79595,0.79705,0.79355,11.0,24.0,2.18,InsideBar,H1,A,85,D1-Chart zeigt klaren Abwärtstrend mit Preis unter fallenden EMAs und Bruch der 0.8000 Unterstützung. H4 bestätigt mit Preis an wichtiger D1-Support-Z,21001
2026-04-06T12:45:40.677696,1575234033,EURCAD,BUY,0.01,1.60758,1.60588,1.61108,17.0,35.0,2.06,InsideBar,H1,B,75,D1 zeigt klaren Aufwärtstrend mit Preis an wichtiger Support-Zone um 1.600. H4 bestätigt bullische Struktur mit steigenden EMAs und Preis über aufstei,21001
2026-04-06T12:45:58.712797,1575234266,AUDCAD,BUY,0.01,0.96414,0.96214,0.96814,20.0,40.0,2.0,InsideBar,H1,B,75,D1 zeigt starken Aufwärtstrend seit Dezember; Preis ist über beiden EMAs und hat D1-Support bei 0.960 respektiert. H4 bestätigt Aufwärtsbewegung nach ,21001
2026-04-06T12:46:29.552614,1575234509,NZDCAD,SELL,0.01,0.79619,0.79769,0.79269,15.0,35.0,2.33,InsideBar,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und an wichtiger Support-Zone um 0.796. H4 bestätigt die bärische Struktur mit Preis unter EM,21001
2026-04-06T13:00:32.610721,1575255564,GBPUSD,SELL,0.01,1.32453,1.32633,1.32073,18.0,38.0,2.11,InsideBar,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und nahe wichtiger Support-Zone bei 1.3250. H4 bestätigt die bärische Struktur mit Preis unte,21001
2026-04-06T13:00:45.109004,1575255957,NZDUSD,SELL,0.01,0.57204,0.57354,0.56904,15.0,30.0,2.0,InsideBar,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und Bewegung Richtung 0.57 Support. H4 bestätigt mit Preis unter EMAs und bearisher Struktur ,21001
2026-04-06T13:01:12.295224,1575257092,EURNZD,BUY,0.01,2.01936,2.01736,2.02346,20.0,41.0,2.05,InsideBar,H1,A,85,Perfekte Multi-Timeframe-Alignment: D1 zeigt klaren Aufwärtstrend mit Preis genau an der wichtigen Support-Zone um 1.985. H4 bestätigt mit starker auf,21001
2026-04-06T13:01:42.945459,1575257729,GBPNZD,BUY,0.01,2.31548,2.31348,2.31968,20.0,42.0,2.1,InsideBar,H1,B,75,D1 zeigt klaren Aufwärtstrend mit Preis über EMA20/50 und nahe einer wichtigen Support-Zone bei 2.29. H4 bestätigt mit aufsteigender Trendlinie und bu,21001
2026-04-06T13:30:32.453307,1575314413,EURAUD,SELL,0.01,1.66763,1.67013,1.66263,25.0,50.0,2.0,PinBar,H1,B,75,D1 zeigt neutralen Trend mit Preis an starker Support-Zone um 1.6710-1.6675. H4 bestätigt bearishen Bias mit Preis unter EMAs und Struktur nach unten.,21000
2026-04-06T13:57:57.942096,1575399014,GBPJPY,BUY,0.01,211.425,211.075,212.125,35.0,70.0,2.0,Engulfing,H1,B,75,D1 zeigt langfristigen Aufwärtstrend mit Preis über beiden EMAs; aber aktuell in Konsolidierung nach starkem Anstieg. H4 zeigt klare Abwärtskorrektur ,21003
2026-04-06T14:21:27.724633,1575470466,USDCAD,SELL,0.01,1.39133,1.39583,1.38233,45.0,90.0,2.0,Engulfing,H1,B,75,D1 zeigt neutralen bis leicht bearischen Bias mit Preis unter EMA20. H4 zeigt klaren Aufwärtstrend der bei 1.395 Resistance auf Widerstand stößt - kla,21003
2026-04-06T16:36:47.647152,1575765418,CHFJPY,BUY,0.01,200.073,199.673,200.873,40.0,80.0,2.0,InsideBar,H1,B,75,D1 zeigt nach starkem Aufwärtstrend einen Pullback zur EMA50 bei ~199.50. H4 bestätigt die Korrektur mit Preis unter beiden EMAs; aber nähert sich Sup,21001
2026-04-07T02:06:33.645914,1576462936,GBPUSD,SELL,0.01,1.32185,1.32585,1.31385,40.0,80.0,2.0,InsideBar,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und Rejection an der 1.3570 Resistance. H4 bestätigt die bearishe Struktur mit Fall unter EMA,21001
2026-04-07T02:06:45.401227,1576463243,XAUUSD,SELL,0.01,4629.1,4641.1,4609.1,120.0,200.0,1.67,InsideBar,H1,B,75,Daily Chart zeigt einen klaren Abwärtstrend nach dem Rejection an der 5250 Resistance Zone. H4 bestätigt die bearishe Struktur mit Preis unter beiden ,21001
2026-04-07T02:51:39.794776,1576541037,XAUUSD,SELL,0.01,4652.81,4664.81,4632.81,120.0,200.0,1.67,InsideBar,H1,B,75,D1 zeigt klaren Abwärtstrend nach Rejection an der 5250 Resistance - Preis unter beiden EMAs mit Death Cross Formation. H4 bestätigt die bärische Stru,21001
2026-04-07T03:06:34.152805,1576563355,USDJPY,BUY,0.01,159.887,159.487,160.687,40.0,80.0,2.0,InsideBar,H1,B,75,D1 zeigt klaren Aufwärtstrend mit Preis über beiden EMAs und nahe Allzeithochs um 160.00. H4 bestätigt bullische Struktur mit Breakout über 159.00 Res,21001
2026-04-07T04:06:32.972975,1576627721,GBPNZD,BUY,0.01,2.32115,2.31665,2.33015,45.0,90.0,2.0,Engulfing,H1,B,75,D1 zeigt eine schöne Aufwärtsbewegung aus dem Tief heraus; Preis über beiden EMAs und bullish momentum. H4 bestätigt den Aufwärtstrend mit einem klare,21003
2026-04-07T07:36:35.243659,1576962708,NZDCAD,SELL,0.01,0.79324,0.79574,0.78824,25.0,50.0,2.0,Engulfing,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und Death Cross Formation. H4 bestätigt die bärische Struktur mit Preis an der EMA20 Resistan,21003
2026-04-07T08:06:36.065189,1577025591,NZDUSD,SELL,0.01,0.57033,0.57383,0.56433,35.0,60.0,1.71,PinBar,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und starkem bearishem Momentum seit Januar. H4 bestätigt mit Preis unter EMAs in fallenden Ka,21000
2026-04-07T08:06:47.860011,1577025749,EURNZD,BUY,0.01,2.02535,2.02185,2.03235,35.0,70.0,2.0,InsideBar,H1,B,75,D1 zeigt nach dem V-Recovery einen klaren Aufwärtstrend mit Preis über beiden EMAs. H4 bestätigt mit starkem Aufwärtstrend in perfektem Kanal; Preis h,21001
2026-04-07T09:06:41.910445,1577169035,GBPUSD,BUY,0.01,1.32761,1.32311,1.33661,45.0,90.0,2.0,InsideBar,H1,B,75,Daily zeigt einen Abwärtstrend; aber der Preis ist unter EMA20/50 und könnte eine Korrektur starten. H4 zeigt eine mögliche Trendwende mit Preis über ,21001
2026-04-07T14:50:25.429197,1578036572,GBPAUD,SELL,0.01,1.90926,1.91326,1.90126,40.0,80.0,2.0,Engulfing,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis unter beiden EMAs und starker Bearish-Struktur. H4 bestätigt mit Rejection an der EMA20 (cyan) und Preis unter ,21003
2026-04-07T16:20:09.430981,1578277586,EURNZD,BUY,0.01,2.02901,2.02551,2.03701,35.0,80.0,2.29,PinBar,H1,B,75,D1 zeigt bullishe Erholung von 1.96 Lows mit Preis über EMA20/50. H4 bestätigt sauberen Aufwärtstrend mit höheren Hochs/Tiefs; Preis über beiden EMAs ,21000
2026-04-07T17:50:09.159141,1578449019,GBPNZD,BUY,0.01,2.32197,2.31847,2.32997,35.0,80.0,2.29,InsideBar,H1,B,75,D1 zeigt eine bullische Erholung aus dem Tief bei 2.24; Preis handelt über beiden EMAs und nähert sich der 2.32 Widerstandszone. H4 bestätigt den klar,21001
2026-04-07T18:00:52.812528,1578464894,NZDCAD,SELL,0.01,0.79404,0.79654,0.78954,25.0,45.0,1.8,InsideBar,H1,B,75,D1 zeigt einen klaren Abwärtstrend mit Preis unter beiden EMAs und Death Cross Formation. H4 bestätigt die bearishe Struktur mit Preis unter EMA20/50 ,21001
2026-04-07T19:01:08.823304,1578563383,USDCAD,SELL,0.01,1.39039,1.39389,1.38239,35.0,80.0,2.29,InsideBar,H1,B,75,D1 zeigt seitwärts/leicht bärischen Trend mit Preis unter EMA20. H4 bestätigt Schwäche - Preis hat die 1.3950 Resistance getestet und zeigt Rejection.,21001
2026-04-08T07:12:09.542234,1579929165,NZDCAD,BUY,0.01,0.80727,0.80427,0.81177,30.0,45.0,1.5,InsideBar,H1,B,70,[DEBATTE] Der Bull gewinnt mit seinem klaren Multi-Timeframe Setup. Der Breakout über 0.8060 ist strukturell valide mit starkem Volumen und perfektem ,21001
2026-04-08T07:55:43.496471,1580000911,EURCAD,BUY,0.01,1.61954,1.61504,1.62604,45.0,65.0,1.44,PinBar,H1,B,70,[DEBATTE] Der Bull hat das stärkere Argument mit dem klassischen Breakout-Retest-Setup bei 1.6100. Die EMA-Struktur ist in allen Timeframes bullish al,21000
2026-04-08T08:25:47.826864,1580055432,EURGBP,SELL,0.01,0.87076,0.87426,0.86546,35.0,53.0,1.51,Engulfing,H1,B,70,[DEBATTE] Der Bull gewinnt mit konkreten technischen Signalen: Bearish Engulfing nach Failed Breakout über 0.8740; Durchbruch beider EMAs mit Volumen-,21003
2026-04-08T10:25:51.580864,1580279532,GBPUSD,BUY,0.01,1.34339,1.33539,1.35539,80,120.0,1.5,Engulfing,H1,B,70,[DEBATTE] Der Bull gewinnt mit seinem strukturellen Breakout-Argument. Der explosive Durchbruch über 1.3430 nach wochenlanger Konsolidierung ist ein k,21003
2026-04-08T11:25:50.783586,1580383031,EURAUD,BUY,0.01,1.66017,1.65217,1.67217,80,120.0,1.5,Engulfing,H1,B,70,[DEBATTE] Der Bull hat die stärkeren strukturellen Argumente: klarer Support-Bounce am bewährten 1.6550 Level mit Hammer-Formation und Volumen-Bestäti,21003
2026-04-08T12:26:00.948416,1580530831,GBPCHF,BUY,0.01,1.06194,1.05544,1.07044,65.0,85.0,1.31,PinBar,H1,B,68,[DEBATTE] Der Bull gewinnt knapp. Das Breakout-Setup über 1.0600 mit starkem Volumen und EMA-Alignment im H1 ist technisch solide. Zwar warnt der Bear,21000
2026-04-08T16:04:37.494953,1581107269,NZDUSD,BUY,0.01,0.58357,0.57907,0.58837,45.0,48.0,1.07,InsideBar,H1,B,65,[DEBATTE] Der Bull hat das stärkere Argument mit dem klaren Support-Bounce von 0.5700 und dem sauberen EMA-Break. Auch wenn der Bear berechtigt vor de,21001
2026-04-08T16:34:41.244730,1581165333,EURGBP,BUY,0.01,0.87008,0.86758,0.87408,25.0,40.0,1.6,InsideBar,H1,B,70,[DEBATTE] Der Bull hat gewonnen mit dem konkreten Support-Bounce bei 0.8690 und klaren Levels. Der Bär warnt berechtigt vor der 0.8720-30 Resistance; ,21001
2026-04-09T00:35:59.559183,1581876652,GBPCHF,BUY,0.01,1.06023,1.05873,1.06336,15.0,31.3,2.09,Engulfing,H1,B,75,D1 zeigt neutralen Trend - Preis zwischen den EMAs mit flachen Moving Averages. H4 bestätigt mit klarem Aufwärtstrend; Preis über beiden steigenden EM,21003
2026-04-09T05:36:07.760529,1582267565,AUDJPY,BUY,0.01,111.794,111.611,112.176,18.3,38.2,2.09,Engulfing,H1,B,75,D1 zeigt klaren Aufwärtstrend mit Preis über beiden EMAs und steigenden EMAs. H4 bestätigt den Aufwärtstrend mit Preis über EMA20 und bullisher Strukt,21003
2026-04-09T10:06:08.815462,1582758677,GBPCHF,BUY,0.01,1.06056,1.05941,1.06296,11.5,24.0,2.09,InsideBar,H1,B,75,D1 zeigt klaren Aufwärtstrend - Preis über beiden EMAs und EMA20 steigt stark. H4 bestätigt mit Preis über beiden steigenden EMAs und klarer Higher-Hi,21001
2026-04-09T12:06:19.459469,1582980671,GBPAUD,SELL,0.01,1.90616,1.9083,1.90169,21.4,44.7,2.09,InsideBar,H1,B,75,D1 zeigt klaren Abwärtstrend mit Preis deutlich unter beiden EMAs und fallenden EMAs. H4 bestätigt den Trend mit Preis unter beiden EMAs und bärischer,21001
2026-04-09T17:06:12.735609,1583716011,GBPCHF,BUY,0.01,1.06028,1.05905,1.06285,12.3,25.7,2.09,InsideBar,H1,B,75,D1 zeigt klaren Aufwärtstrend mit Preis über beiden EMAs und steigenden EMAs. H4 bestätigt mit sauberer Struktur über beiden EMAs und aufwärts gericht,21001
2026-04-09T17:06:24.757628,1583716240,AUDJPY,BUY,0.01,112.491,112.325,112.837,16.6,34.6,2.08,InsideBar,H1,B,75,D1 zeigt klaren Aufwärtstrend mit Preis deutlich über beiden steigenden EMAs. H4 bestätigt mit Preis über EMAs und bullisher Struktur nach dem Ausbruc,21001
2026-04-09T19:11:14.560471,1583939707,EURUSD,BUY,0.01,1.17046,1.16878,1.17395,16.8,34.9,2.08,InsideBar,H1,B,75,D1: Preis handelt zwischen den EMAs bei 1.1704; beide EMAs sind relativ flach - neutraler Trend. H4: Klarer Aufwärtstrend mit Preis über beiden steige,21001
